profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p01093,Interview Prof. Maraun,Male,1992,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,90,90,70,60,60,80,80,90,60,80,30,60,70,80,60,90,80,90,80,40,80,80,40,20,5,2,90,90,90,80,90,30,70,70,70,90,80,90,80,50,80,60,90,90
p01094,Oil industry misinformation,Female,1968,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,75,50,50,65,55,35,80,80,80,60,45,45,80,15,75,50,45,0,55,65,100,55,85,5,0,2,35,45,45,70,80,45,65,55,60,70,50,35,95,55,95,0,60,85
p01095,Extreme weather predictions,Female,1946,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,60,60,70,90,70,90,60,40,50,60,40,40,60,60,60,90,50,50,60,80,90,60,60,30,6,2,70,50,60,90,70,40,20,40,90,30,40,50,70,80,90,30,70,80
p01096,Peer-review,Female,1993,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,36,65,52,61,23,32,55,75,21,48,39,29,23,38,66,85,48,35,74,85,46,65,35,42,4,2,67,53,32,63,51,72,18,66,56,21,75,52,75,69,54,84,84,70
p01097,control,Female,1949,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Republican,60,30,50,20,20,70,20,70,10,10,0,60,30,20,30,60,30,20,70,40,60,10,10,90,0,1,40,10,10,100,70,10,10,80,10,0,30,20,30,90,0,30,80,60
p01098,Former skeptics,Female,1967,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,75,75,75,75,50,100,25,75,75,75,100,100,0,100,75,100,75,0,75,50,50,50,100,75,2,2,100,75,75,50,0,25,25,50,50,50,50,75,100,75,100,0,50,75
p01099,Social justice,Female,1996,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Independent,75,75,75,100,75,25,75,75,75,50,50,75,75,75,75,50,75,50,100,50,50,50,75,50,0,1,75,75,75,50,100,50,50,50,75,50,50,100,75,75,100,25,100,100
p01100,Portrait Prof. Cherry,Male,1973,Other,Less than high school,"Less than $30,000",Independent,50,50,50,75,75,0,25,50,75,50,50,50,25,50,50,75,50,100,25,25,50,75,75,25,2,2,75,100,75,50,75,0,25,25,50,0,50,75,75,75,50,50,0,100
p01101,Measurement & modeling (2),Male,1945,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,90,80,60,60,50,50,40,70,60,40,60,10,60,100,100,90,70,80,90,90,50,80,20,3,2,0,20,30,40,40,30,40,60,40,60,70,80,70,70,100,50,80,80
p01102,control,Female,1973,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,70,75,80,45,45,85,90,45,60,65,55,75,90,10,75,60,65,45,50,45,55,30,35,90,0,1,35,35,30,40,35,45,20,15,40,70,15,25,80,60,50,40,80,75
p01103,Interview Prof. Maraun,Female,1976,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,50,55,30,55,25,45,40,45,15,50,55,50,35,25,45,10,55,40,65,10,30,15,35,60,1,2,55,40,40,50,25,50,15,45,30,10,60,55,20,45,65,20,35,45
p01104,Interview Prof. Maraun,Female,1971,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,50,40,50,10,40,40,30,30,40,40,50,30,70,40,70,20,50,30,90,20,40,60,30,50,2,2,50,30,20,40,20,40,30,20,40,10,20,20,60,80,60,10,60,50
p01105,Corporate reliance,Female,1952,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,10,30,50,20,40,30,30,60,40,10,40,40,80,20,20,40,20,20,40,10,40,40,30,20,5,2,10,30,30,10,20,10,20,10,40,0,40,20,10,30,60,60,10,50
p01106,Social justice,Male,1993,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,75,75,75,75,50,50,50,25,100,75,25,100,0,100,75,75,75,100,75,75,75,100,75,25,4,1,100,75,100,100,50,50,75,25,50,75,100,50,75,75,100,100,75,75
p01107,Oil industry misinformation,Female,1991,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,50,55,45,75,10,70,65,30,40,100,30,30,80,10,85,25,55,10,40,55,45,45,60,25,3,2,80,10,90,40,20,15,40,45,40,70,15,20,25,35,85,15,70,90
p01108,Measurement & modeling (2),Male,1946,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,60,65,70,60,65,30,45,85,60,70,60,55,10,70,80,50,65,90,65,45,50,65,60,25,1,2,60,80,80,80,40,55,10,60,60,25,70,85,15,90,80,40,60,75
p01109,Social justice,Female,2005,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,70,75,75,90,30,85,75,80,65,70,50,80,25,85,75,85,85,55,90,90,60,85,90,15,5,2,50,75,75,80,55,70,30,55,50,75,90,55,80,90,80,45,85,80
p01110,Interview Prof. Sebille,Male,1971,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,74,43,87,85,63,54,30,81,60,76,62,59,31,60,64,99,27,26,89,73,66,67,64,49,5,2,23,81,100,65,30,50,61,93,36,40,72,64,32,91,96,11,100,55
p01111,High public trust,Male,1968,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,15,15,35,10,20,20,10,30,15,40,10,35,70,60,40,15,25,40,50,15,65,35,35,90,2,1,55,45,35,10,10,10,20,20,40,10,50,15,35,35,50,15,55,30
p01112,Funding,Male,1995,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,80,60,80,95,75,35,100,50,65,75,50,60,20,65,85,55,45,30,75,95,70,75,35,20,5,1,85,80,95,10,35,80,35,90,75,100,80,95,50,60,50,20,5,65
p01113,Peer-review,Female,1979,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,90,60,70,50,40,70,60,70,40,90,80,60,20,60,50,70,80,20,80,50,40,70,50,20,10,2,90,60,50,60,60,60,40,30,50,50,20,40,90,60,80,50,80,90
p01114,Model accuracy,Female,1991,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,100,90,90,100,100,90,100,90,70,100,60,90,30,100,90,90,60,60,90,90,70,90,90,0,6,1,90,60,90,100,100,100,20,100,30,10,90,100,90,90,90,50,90,100
p01115,Peer-review,Male,1951,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,80,70,45,60,40,55,50,60,55,70,80,55,10,80,75,80,90,40,90,70,80,75,80,10,3,2,90,45,85,60,50,10,30,45,75,10,70,60,70,90,85,20,80,60
p01116,Oil industry misinformation,Male,1962,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat,90,80,80,90,90,60,70,70,50,60,100,60,90,70,80,100,80,30,70,90,60,90,100,30,6,2,80,70,70,80,60,70,60,50,70,0,80,10,60,80,80,20,90,50
p01117,control,Female,1988,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,80,60,70,50,40,60,70,50,30,30,80,60,20,90,30,80,70,40,80,70,70,80,40,30,6,2,100,80,90,90,100,60,50,70,50,90,70,70,30,90,90,90,70,90
p01118,control,Male,1957,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,30,40,30,50,50,10,40,10,20,30,70,20,60,20,70,30,30,20,30,70,30,50,40,40,1,1,10,10,10,10,20,30,40,10,10,20,10,20,20,20,50,60,20,30
p01119,Measurement & modeling (1),Female,1946,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat,80,60,50,40,40,20,80,40,30,30,70,80,40,20,60,80,80,30,80,80,70,70,50,40,0,2,80,100,80,80,0,0,0,10,60,20,70,50,70,60,80,60,60,100
p01120,High public trust,Female,1998,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,55,60,65,65,35,80,80,70,65,75,75,70,20,70,90,55,65,45,70,65,65,75,50,30,9,2,90,55,70,80,60,60,60,60,75,70,60,80,30,65,75,60,75,75
p01121,Interview Prof. Sebille,Female,1976,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,60,50,50,60,40,40,70,30,70,40,20,40,60,50,50,60,60,30,70,40,70,20,70,40,2,2,60,30,30,60,10,20,10,10,40,20,50,20,40,50,40,80,50,50
p01122,High public trust,Male,1966,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,75,45,45,25,45,85,55,55,50,25,55,70,60,60,60,65,50,80,50,55,35,55,65,65,1,2,90,70,55,30,50,55,35,70,20,45,25,30,90,70,70,30,35,45
p01123,Interview Prof. Maraun,Female,1991,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,70,30,50,60,60,50,20,40,20,40,60,20,20,20,50,50,40,20,10,50,60,50,30,60,2,2,50,20,30,30,20,30,20,40,20,30,40,20,30,80,50,60,20,50
p01124,Scientist community helpers,Male,1997,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,90,80,100,90,80,80,70,80,70,80,50,10,80,60,90,100,30,90,60,100,90,90,30,7,2,80,90,100,90,80,90,50,100,80,90,90,60,50,90,90,90,60,90
p01125,Corporate reliance,Female,1974,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,50,30,90,10,20,10,60,80,10,70,0,20,70,10,40,20,10,50,30,40,20,10,70,80,1,2,10,0,0,10,40,60,20,10,0,20,20,10,60,30,50,10,0,10
p01126,Former skeptics,Female,1996,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,75,25,50,25,75,50,25,50,50,50,75,100,25,50,25,50,75,25,75,25,100,50,25,50,7,1,75,75,50,100,75,25,25,50,50,75,75,50,100,75,50,50,50,75
p01127,High public trust,Male,1980,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,25,35,100,30,40,60,55,85,10,35,25,30,55,45,75,55,40,25,45,65,55,35,20,25,0,2,20,35,35,5,20,0,30,40,5,15,25,0,25,55,40,10,15,25
p01128,Scientist community helpers,Male,1990,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,90,100,90,20,90,40,80,70,60,30,90,60,70,20,80,70,60,10,60,40,90,70,100,30,2,2,40,50,20,20,10,20,10,10,20,10,40,10,50,80,70,10,40,60
p01129,Corporate reliance,Male,1964,Other,Some college or Associate's degree,"$30,000 to $55,999",Democrat,70,95,25,100,65,90,90,80,85,85,85,80,35,85,90,95,75,85,60,85,90,100,70,5,1,2,85,85,95,85,60,75,5,65,90,5,85,85,95,90,80,60,65,85
p01130,Measurement & modeling (1),Male,1990,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,80,60,50,90,70,70,70,60,80,50,60,90,70,30,60,60,60,20,60,30,70,70,40,40,5,2,10,0,50,90,70,20,20,20,10,10,20,30,70,10,100,100,50,60
p01131,Portrait Prof. Cherry,Male,1968,Black / African American,Bachelor's degree,"$30,000 to $55,999",Democrat,70,30,80,80,70,40,40,10,60,20,50,40,70,50,60,70,80,40,90,50,60,90,50,50,9,2,70,20,50,60,90,30,30,30,50,50,60,60,60,60,50,90,70,70
p01132,control,Male,2000,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Democrat,90,100,100,80,80,90,90,90,100,80,80,50,20,70,80,70,50,70,80,90,90,100,80,10,4,2,90,80,90,70,0,70,70,10,100,100,80,40,90,80,90,80,90,100
p01133,High public trust,Male,1980,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,30,0,10,40,10,10,20,10,40,0,20,40,100,10,70,70,20,30,40,70,20,60,30,90,4,2,10,20,40,0,50,30,100,20,20,10,0,10,10,10,80,30,20,10
p01134,Interview Prof. Sebille,Female,1977,Black / African American,Less than high school,"Less than $30,000",Democrat,70,20,40,10,30,30,60,20,40,40,40,10,30,60,30,60,70,20,80,50,60,50,50,90,4,2,70,70,70,50,30,40,30,50,50,20,50,70,10,80,80,30,40,70
p01135,Interview Prof. Sebille,Female,2007,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,96,100,92,92,100,100,92,75,90,44,59,79,0,97,91,96,97,100,54,100,89,29,97,0,6,2,75,44,58,72,46,56,100,80,93,92,53,49,95,97,83,0,56,55
p01136,Funding,Female,1985,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,60,90,64,59,74,60,70,72,79,63,71,40,19,61,64,62,81,44,63,37,41,92,54,37,5,2,33,39,66,73,9,44,40,35,20,32,36,22,81,68,92,27,68,61
p01137,control,Male,2007,Black / African American,Less than high school,"Less than $30,000",Democrat,60,30,60,40,40,20,10,50,30,60,10,50,20,50,40,40,30,10,20,20,40,40,20,60,3,2,40,70,40,50,60,50,10,10,20,30,60,10,30,60,60,10,50,50
p01138,Former skeptics,Male,2001,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,34,28,61,1,11,72,100,27,36,23,0,96,99,18,78,84,18,22,92,99,100,100,42,67,10,2,100,94,63,81,18,44,34,78,53,81,100,65,73,100,100,41,62,79
p01139,Model accuracy,Female,1966,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,66,67,69,42,59,67,64,72,69,59,68,75,3,70,51,46,67,78,87,60,61,83,42,13,1,2,79,69,86,49,44,90,11,4,26,12,81,85,85,62,71,1,74,97
p01140,Portrait Prof. Cherry,Female,2003,Other,High school diploma / GED,"Less than $30,000",Democrat,50,100,70,85,35,80,70,100,70,10,70,70,65,75,85,65,85,65,85,95,95,65,45,15,2,2,100,100,100,90,10,45,20,0,95,45,95,35,90,100,95,95,85,65
p01141,Corporate reliance,Female,1974,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,40,40,60,70,40,50,30,50,50,90,70,40,20,20,40,60,30,30,50,30,30,60,30,50,0,2,60,40,30,30,20,20,50,40,30,80,50,60,50,50,70,30,70,60
p01142,Consensus,Male,1990,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,70,90,85,65,75,65,70,65,60,80,70,70,10,80,35,45,65,75,70,65,90,60,65,15,10,2,80,40,80,65,60,65,10,80,75,75,90,75,70,90,90,40,85,75
p01143,control,Female,1979,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,100,70,90,90,90,90,90,90,90,90,70,90,10,100,80,70,80,50,100,50,90,90,80,0,8,1,90,90,80,90,70,90,90,90,70,50,80,50,70,90,90,90,80,100
p01144,Peer-review,Female,1981,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,90,70,70,80,60,90,70,80,70,90,80,80,10,80,50,80,80,60,30,80,80,90,90,10,7,1,90,70,80,80,80,80,50,80,60,70,80,80,80,80,90,50,80,50
p01145,Social justice,Female,1976,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,100,90,100,100,100,100,100,100,70,90,100,100,0,90,90,70,100,90,90,90,100,100,40,10,3,1,90,90,90,90,40,70,60,100,100,10,100,100,90,90,100,100,100,100
p01146,Interview Prof. Sebille,Male,1953,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,60,90,60,10,60,20,50,50,50,50,50,40,60,50,50,30,20,10,80,20,50,60,40,80,1,2,30,30,30,30,10,60,10,60,10,40,30,20,60,20,40,20,40,20
p01147,control,Male,1951,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,55,20,30,30,40,70,35,50,40,25,20,40,45,40,45,20,40,30,40,55,40,15,45,35,0,2,20,15,50,10,10,15,20,20,10,15,35,20,35,35,55,15,25,35
p01148,Social justice,Female,1997,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,70,70,0,60,50,80,90,90,60,70,80,80,10,70,50,100,90,60,30,50,80,90,40,60,2,1,80,60,70,70,60,70,40,30,90,10,90,60,70,90,70,90,80,90
p01149,High public trust,Male,1976,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,65,65,65,45,55,75,45,45,80,40,90,70,5,20,85,45,55,55,100,10,40,30,95,10,1,1,30,45,55,10,30,10,15,15,20,5,60,0,55,50,90,5,40,45
p01150,Portrait Prof. Cherry,Female,1987,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,50,70,60,50,40,50,10,40,60,50,40,80,10,60,80,70,70,80,30,40,70,70,70,40,2,2,90,80,80,80,90,20,40,30,70,70,80,50,40,80,80,90,60,90
p01151,Peer-review,Male,1975,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75,80,80,90,65,70,60,70,65,45,20,35,60,10,75,85,90,80,55,35,45,20,60,40,8,2,25,10,10,15,15,15,10,15,40,20,20,15,65,65,40,10,10,65
p01152,High public trust,Female,1970,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,90,80,80,100,100,80,60,90,80,80,100,100,0,100,90,60,90,70,90,100,50,80,60,10,3,2,90,40,40,70,80,80,50,80,60,50,50,70,80,90,70,40,90,80
p01153,control,Female,2000,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,20,80,60,40,30,50,30,60,10,50,80,50,60,40,30,50,20,40,80,40,100,60,40,90,1,2,100,50,50,30,30,70,40,90,90,40,30,10,20,90,70,20,40,80
p01154,Consensus,Female,1954,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,5,20,5,15,10,0,10,10,20,15,5,20,95,20,30,35,20,10,0,0,15,80,20,65,0,2,0,10,20,15,10,0,0,10,10,20,0,15,25,30,5,5,45,25
p01155,control,Male,1946,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,60,70,70,90,50,70,65,40,65,55,90,60,80,80,60,70,70,45,70,85,80,80,65,10,1,1,75,85,80,75,45,10,10,70,60,55,90,85,70,90,90,50,65,85
p01156,Extreme weather predictions,Female,1997,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,80,90,90,90,100,50,90,80,60,90,90,90,10,80,60,80,80,40,90,80,80,90,80,10,8,2,90,100,90,80,60,90,100,100,70,90,90,90,80,90,60,70,60,100
p01157,Model accuracy,Male,1959,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,40,75,65,65,45,40,65,80,65,85,75,60,15,90,75,80,85,60,80,60,75,90,90,10,3,2,80,90,80,80,70,25,60,65,55,50,60,60,65,45,85,45,65,85
p01158,Measurement & modeling (2),Male,1966,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican,25,50,30,10,50,80,35,20,20,20,15,30,70,50,45,60,15,5,60,0,75,10,50,0,10,2,0,65,10,0,5,25,25,35,0,0,0,0,60,10,40,0,20,75
p01159,Extreme weather predictions,Female,1983,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,90,60,50,80,90,90,90,70,80,60,90,80,50,70,90,90,70,80,80,70,70,80,40,10,5,2,90,60,80,80,20,90,80,70,80,60,40,70,80,80,60,90,80,60
p01160,Funding,Male,1995,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,50,60,40,40,70,10,30,40,40,10,0,30,40,80,40,80,0,30,50,40,40,30,30,70,2,2,90,10,0,10,60,20,10,10,10,20,60,10,60,30,40,50,30,50
p01161,Model accuracy,Female,1977,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,70,60,60,60,70,50,60,60,50,40,30,70,20,70,70,60,80,60,60,90,50,40,30,60,5,1,70,70,20,50,60,10,60,60,90,60,90,80,80,80,70,60,60,40
p01162,Model accuracy,Male,1946,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,30,35,40,10,20,15,35,25,10,30,10,35,15,50,55,40,45,20,15,30,55,30,20,70,2,2,30,25,20,25,25,15,55,20,25,20,20,40,10,30,30,15,40,30
p01163,Consensus,Male,1968,White / Caucasian,Less than high school,"$56,000 to $99,999",Democrat,95,95,85,100,65,30,100,90,85,80,90,95,70,95,70,85,100,75,95,90,80,85,95,25,2,2,85,85,90,100,45,65,60,45,45,55,90,95,100,80,80,55,90,80
p01164,control,Male,1958,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,95,80,95,100,75,75,90,85,85,80,90,85,5,80,95,85,95,80,95,95,85,85,100,25,7,2,70,75,65,90,85,80,65,80,85,80,70,90,95,95,95,70,65,85
p01165,Former skeptics,Male,2002,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,40,65,35,35,20,40,25,40,20,55,40,25,30,30,30,30,35,40,55,60,40,40,40,60,0,2,30,50,25,25,35,35,65,35,65,40,30,10,20,30,35,30,30,40
p01166,Extreme weather predictions,Female,1999,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,93,78,63,67,89,66,72,96,67,84,58,53,64,62,95,69,94,67,97,87,42,86,43,14,7,2,44,99,93,88,41,100,6,68,83,95,99,61,96,83,83,7,94,95
p01167,Interview Prof. Maraun,Female,1995,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,85,60,85,60,60,80,35,45,65,65,70,50,5,20,95,60,40,75,65,50,100,45,45,40,2,2,60,60,100,25,45,30,0,15,5,15,50,30,100,85,75,30,45,15
p01168,Peer-review,Male,1976,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,81,69,83,89,29,71,20,17,26,67,77,56,42,41,92,61,80,66,46,5,68,24,95,3,2,2,46,59,41,85,0,62,58,52,0,2,43,3,11,11,65,3,51,66
p01169,Oil industry misinformation,Female,1962,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,80,90,90,30,70,100,80,80,70,60,70,70,90,30,80,60,100,40,40,70,60,100,80,30,6,2,30,70,10,70,60,50,10,20,60,50,30,0,40,20,50,10,10,30
p01170,control,Female,1992,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,59,38,45,50,25,47,43,50,31,58,46,37,31,45,39,50,18,18,21,46,45,32,50,35,6,2,71,43,11,57,22,24,39,30,54,15,13,31,31,58,79,11,29,53
p01171,Portrait Prof. Cherry,Female,1996,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,80,90,75,85,50,55,65,65,75,85,70,60,15,80,25,65,70,90,80,80,60,70,70,35,5,2,90,90,85,85,30,55,55,65,90,50,85,60,45,75,80,30,60,70
p01172,Interview Prof. Sebille,Male,1996,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican,35,39,32,47,36,52,83,57,76,27,77,49,61,37,55,61,32,25,79,15,94,36,87,38,0,2,89,9,22,23,15,22,19,27,10,18,9,0,95,62,78,12,75,97
p01173,Social justice,Male,1954,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,100,80,90,90,80,50,90,100,50,70,40,30,90,90,70,90,70,80,90,30,100,90,20,3,2,60,70,60,70,0,20,40,30,80,80,60,100,90,90,90,10,80,100
p01174,Measurement & modeling (1),Female,1991,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,100,70,100,80,100,80,100,90,70,70,60,100,20,30,50,70,60,40,80,30,70,90,80,10,1,2,90,80,70,90,50,50,70,10,60,10,80,20,80,80,60,10,90,70
p01175,Former skeptics,Female,1946,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,50,70,60,70,30,60,60,50,70,60,50,60,10,80,50,70,40,30,70,70,70,40,90,20,2,2,80,20,50,70,20,20,30,20,20,20,40,60,10,70,50,60,70,70
p01176,control,Female,2000,Asian / Asian American,High school diploma / GED,"Less than $30,000",Independent,80,30,85,50,55,80,65,55,65,45,95,50,0,60,70,15,40,55,90,0,100,45,65,15,0,2,95,50,55,25,40,25,40,5,55,90,15,25,75,90,75,0,70,95
p01177,Oil industry misinformation,Female,1984,Other,High school diploma / GED,"$56,000 to $99,999",Independent,20,40,30,20,10,70,50,20,40,20,20,30,30,10,30,50,40,10,60,40,80,60,20,70,4,2,40,40,70,40,10,20,20,30,20,40,50,40,30,30,80,20,70,50
p01178,control,Female,1980,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,100,50,75,50,25,55,70,90,75,65,60,55,50,25,60,95,70,5,90,60,90,85,20,60,8,2,85,95,90,90,55,90,45,60,65,65,95,95,80,90,95,90,95,90
p01179,control,Male,1998,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,60,80,50,20,80,20,60,60,60,70,80,50,10,10,80,50,50,10,80,50,90,70,30,70,0,1,100,70,80,100,50,80,40,60,60,20,70,90,30,80,90,20,60,90
p01180,Portrait Prof. Cherry,Male,2008,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,80,80,80,80,50,80,60,90,60,50,50,60,40,70,70,70,70,70,50,60,60,90,80,60,1,2,60,70,90,30,50,50,40,50,60,60,60,60,80,80,80,50,70,80
p01181,control,Male,1957,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,40,30,60,20,50,40,40,50,40,30,40,50,30,40,50,60,40,30,30,60,40,70,10,40,1,2,50,40,20,10,10,10,20,30,40,20,30,20,50,20,60,30,60,50
p01182,Peer-review,Male,2004,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,80,95,100,30,75,90,90,80,90,65,80,95,10,70,55,90,85,65,75,100,85,90,25,10,10,2,95,95,80,80,60,45,10,95,90,85,85,20,80,95,95,80,100,90
p01183,Former skeptics,Male,2000,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,75,100,90,85,30,25,60,20,95,15,45,90,75,5,80,10,50,45,10,40,0,20,90,50,2,2,20,5,10,20,40,20,50,80,5,70,0,25,5,15,45,20,10,80
p01184,control,Male,1964,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,30,15,15,25,20,20,15,15,20,40,85,35,90,40,60,50,55,20,30,10,60,40,10,75,2,2,20,55,35,25,40,10,40,10,55,20,10,10,55,10,35,90,80,10
p01185,Scientist community helpers,Male,1997,Other,Some college or Associate's degree,"$56,000 to $99,999",Republican,25,40,40,15,10,45,25,35,50,15,20,10,20,30,55,40,35,20,50,25,15,55,30,20,0,2,25,20,20,10,10,85,15,10,25,10,20,10,25,10,35,25,30,30
p01186,Scientist community helpers,Male,1960,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,85,60,100,40,50,5,100,30,100,0,80,90,60,100,95,60,80,30,15,90,65,90,95,50,2,2,20,55,20,40,5,15,0,10,55,10,10,30,60,55,100,25,65,85
p01187,Model accuracy,Female,1996,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,60,50,70,40,60,20,0,50,90,100,80,70,20,30,90,50,70,60,70,100,100,90,70,50,6,2,100,90,100,70,60,20,50,100,100,60,100,90,80,90,70,100,60,90
p01188,Corporate reliance,Female,1985,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,60,60,40,0,100,10,20,0,50,40,10,80,100,50,60,60,10,10,0,10,60,80,70,30,1,2,10,0,0,20,0,30,10,20,50,70,0,10,40,70,100,10,0,80
p01189,Interview Prof. Maraun,Female,1990,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,80,90,60,60,60,80,90,70,90,70,80,70,0,90,70,80,80,80,100,50,60,50,80,10,3,2,70,50,60,80,40,60,70,10,60,20,70,70,70,70,80,100,80,70
p01190,Extreme weather predictions,Female,1994,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat,50,60,15,15,65,35,15,55,75,15,25,60,35,20,95,80,0,25,65,60,85,60,5,95,1,2,75,95,50,80,55,55,5,65,15,15,90,20,80,65,80,5,85,75
