profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p00199,Model accuracy,Male,1998,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,100,100,100,100,100,100,75,50,75,100,75,100,100,75,100,100,75,75,75,75,100,100,75,0,3,2,100,100,75,75,75,75,25,50,75,100,50,100,100,50,100,75,75,100
p00200,Extreme weather predictions,Male,1995,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,90,40,55,85,65,55,85,100,30,50,45,80,100,80,80,65,50,25,70,100,0,5,100,10,4,2,100,75,90,55,40,25,40,75,70,95,20,100,45,90,85,65,45,25
p00201,Consensus,Male,1946,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,88,61,78,85,91,90,68,86,81,78,81,89,75,28,80,61,67,79,73,89,78,91,81,12,2,1,36,8,14,16,58,22,37,8,10,24,18,34,15,9,14,37,57,26
p00202,Interview Prof. Sebille,Male,1960,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,80,80,90,80,80,80,80,60,90,80,80,40,80,70,80,60,80,90,90,80,80,80,70,20,2,2,90,80,80,70,90,80,80,80,90,80,70,80,90,90,90,50,90,90
p00203,Measurement & modeling (2),Male,1983,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,40,25,20,5,25,100,5,35,35,35,0,35,25,25,30,45,30,35,25,40,45,5,10,35,6,2,50,80,60,20,75,70,75,60,55,15,55,100,5,50,80,50,60,45
p00204,Model accuracy,Male,2002,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,70,20,85,30,60,65,35,40,85,100,40,0,40,55,85,20,35,95,65,35,95,50,65,40,6,2,55,80,35,85,50,35,65,85,45,70,85,95,80,5,80,45,30,60
p00205,Consensus,Male,1978,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,90,70,90,45,80,65,30,20,40,40,5,25,45,5,10,100,90,60,45,5,25,50,85,15,4,2,90,45,65,75,20,40,20,35,95,50,50,40,25,40,60,15,55,55
p00206,Measurement & modeling (1),Male,1976,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,55,65,90,90,90,85,60,35,80,55,80,85,90,85,90,80,80,50,85,60,70,60,80,15,0,2,80,90,70,80,60,70,80,75,65,65,45,70,90,90,80,70,70,60
p00207,Consensus,Female,1961,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,35,65,25,30,40,60,55,35,85,40,15,50,50,75,20,15,45,90,60,20,45,65,55,85,2,2,70,20,10,75,35,25,25,10,35,70,20,35,70,55,90,25,60,90
p00208,Consensus,Male,1990,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,80,90,85,85,65,85,50,60,90,50,80,55,75,65,70,50,65,60,85,85,90,80,80,25,8,1,90,90,85,75,75,55,70,25,70,80,85,90,85,80,90,70,80,80
p00209,Interview Prof. Sebille,Male,1989,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,95,25,40,100,55,95,65,40,80,45,95,60,45,40,40,90,0,0,0,75,0,40,40,5,2,1,5,20,5,55,75,10,5,100,0,20,55,10,90,50,15,60,5,55
p00210,control,Female,1990,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,90,40,70,10,30,40,20,90,80,60,70,70,80,50,0,40,10,10,0,10,60,50,70,80,1,2,70,50,60,0,90,40,20,10,10,10,50,40,50,0,70,70,40,40
p00211,Portrait Prof. Cherry,Male,1957,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,50,50,0,50,50,50,75,75,75,50,25,50,75,25,50,75,50,75,50,75,25,75,25,25,5,2,50,50,50,75,50,75,75,75,50,75,25,75,25,50,50,75,75,75
p00212,Oil industry misinformation,Female,1995,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,80,80,80,80,90,90,80,90,80,80,80,60,80,60,80,60,70,90,80,90,90,60,80,10,1,1,90,80,90,90,60,50,80,90,40,90,80,80,80,80,80,80,70,80
p00213,Interview Prof. Maraun,Male,1999,Other,Bachelor's degree,"$30,000 to $55,999",Democrat,65,90,60,65,90,65,80,95,90,95,75,85,90,80,100,100,90,85,95,90,95,95,90,25,7,1,55,80,100,100,95,60,45,85,65,85,85,75,100,95,90,65,95,65
p00214,Oil industry misinformation,Female,1969,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,90,80,60,85,90,90,90,90,80,90,65,75,85,75,90,60,60,45,65,70,80,70,90,10,6,2,75,75,75,50,80,65,25,75,45,55,60,60,85,40,30,35,65,80
p00215,Funding,Male,2004,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,80,85,85,50,75,50,75,80,85,85,90,80,85,55,20,55,80,85,15,10,20,20,85,20,7,2,25,50,20,45,20,85,30,65,70,70,30,20,10,15,50,25,10,85
p00216,Funding,Male,1998,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,47,49,70,62,24,62,83,65,88,43,53,73,80,69,27,61,8,36,92,78,88,85,71,57,4,2,92,81,76,91,88,26,45,71,63,52,73,90,86,81,86,83,89,79
p00217,Portrait Prof. Cherry,Female,1998,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,50,55,25,25,25,25,50,35,30,45,30,30,10,60,30,35,80,35,55,30,40,30,20,25,0,2,45,85,40,25,25,55,55,65,45,55,50,30,45,20,60,40,70,15
p00218,Measurement & modeling (1),Male,1937,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,44,75,77,76,68,96,77,76,61,48,90,61,47,75,61,71,42,76,82,44,64,81,46,56,1,2,75,56,69,72,36,54,26,35,34,60,97,85,51,80,55,75,45,76
p00219,Model accuracy,Female,2004,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,80,70,80,70,80,80,80,80,90,80,70,80,60,40,80,30,70,50,90,80,70,70,80,10,4,2,80,90,80,90,40,80,60,30,90,80,70,50,80,60,80,60,90,80
p00220,High public trust,Female,1946,Asian / Asian American,High school diploma / GED,"Less than $30,000",Democrat,60,90,85,65,90,85,90,90,70,55,90,80,80,80,70,70,75,70,75,85,75,75,50,10,3,2,80,80,65,65,50,70,50,10,70,70,90,90,65,90,60,65,80,70
p00221,Extreme weather predictions,Female,1972,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,90,80,60,50,80,80,20,60,80,70,40,60,30,80,30,80,0,20,90,30,90,60,60,70,5,1,80,50,80,100,60,80,100,40,40,20,50,90,70,100,100,60,70,90
p00222,Social justice,Male,1999,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,39,12,65,73,53,22,40,19,64,63,88,68,57,37,26,64,56,88,47,57,40,31,62,87,0,2,38,20,23,16,31,58,49,30,17,30,14,12,25,45,89,26,33,41
p00223,Model accuracy,Male,1956,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,60,90,60,80,60,80,80,90,90,70,90,60,90,70,20,60,80,40,30,20,20,30,90,10,2,2,30,70,20,50,10,10,30,70,60,70,10,20,10,60,50,30,40,40
p00224,Measurement & modeling (2),Female,1991,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,80,55,90,90,75,65,70,75,50,85,90,65,30,85,90,85,85,80,75,80,65,90,90,20,5,1,55,80,55,15,90,45,90,55,80,50,45,60,75,25,75,70,75,30
p00225,Oil industry misinformation,Male,1978,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,60,70,60,20,20,40,30,30,60,80,60,20,60,30,20,30,50,20,70,30,10,40,60,50,4,1,50,40,30,10,50,30,20,20,70,50,20,20,30,50,40,10,40,50
p00226,Corporate reliance,Male,2001,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,53,63,43,42,65,68,75,54,78,72,85,41,64,78,66,72,92,83,70,76,83,54,60,68,6,2,32,70,71,80,12,91,62,90,76,91,78,70,79,79,60,14,76,67
p00227,Interview Prof. Maraun,Male,2003,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,100,100,100,100,87,98,66,88,97,98,87,95,76,81,98,85,100,98,69,90,72,88,42,11,9,2,76,92,100,99,85,95,91,100,94,82,93,87,93,81,96,100,55,99
p00228,Extreme weather predictions,Female,1997,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,55,40,10,15,55,40,25,70,25,45,55,50,60,50,30,20,80,20,90,75,85,65,55,10,4,1,85,75,55,65,35,60,80,30,10,20,70,85,75,75,90,45,70,65
p00229,Model accuracy,Male,1961,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,45,20,10,45,50,50,75,55,20,65,55,80,50,55,45,30,35,35,30,50,20,65,50,70,6,1,25,15,10,10,15,35,35,25,40,25,45,45,55,10,35,25,25,30
p00230,Measurement & modeling (2),Male,1960,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,40,80,50,70,50,80,70,100,50,70,80,100,50,60,70,50,20,80,30,60,30,0,100,0,2,2,30,20,10,60,0,10,0,20,0,20,80,30,60,40,30,10,80,40
p00231,Former skeptics,Male,1982,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,30,80,60,70,80,20,50,30,30,70,40,50,60,40,60,60,10,70,80,90,70,80,80,90,1,2,90,60,80,90,30,50,60,40,60,50,80,70,90,70,60,70,80,70
p00232,Model accuracy,Male,1966,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,0,5,20,45,35,35,80,65,80,40,75,70,15,10,25,40,35,20,55,80,95,40,30,10,2,2,100,65,60,60,30,30,15,20,35,55,80,80,45,65,60,50,70,45
p00233,Model accuracy,Female,1978,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,70,80,70,60,90,90,60,50,60,40,90,40,80,40,80,60,60,70,50,10,50,20,70,20,3,2,50,30,20,80,30,50,50,30,90,10,10,10,30,50,60,60,30,40
p00234,Oil industry misinformation,Female,1992,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,5,75,10,5,40,5,55,70,45,10,0,30,20,10,5,10,5,5,40,20,55,35,15,65,0,2,20,10,15,5,35,50,50,10,35,5,15,45,25,10,10,35,45,30
p00235,Corporate reliance,Female,1953,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,50,40,50,80,90,90,50,70,50,60,40,50,90,50,90,70,70,70,90,70,80,90,40,40,10,1,70,60,70,70,90,70,80,60,70,100,60,0,60,50,80,80,80,60
p00236,Corporate reliance,Male,1951,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,34,1,45,45,22,10,19,28,21,33,8,8,59,15,18,26,0,33,36,74,72,32,6,22,6,1,49,13,5,46,42,17,14,15,18,3,90,16,39,35,21,74,29,12
p00237,control,Female,2008,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,85,100,80,85,85,100,100,90,85,90,100,90,90,95,90,95,90,100,95,95,60,95,100,20,6,2,100,70,90,100,90,100,95,75,95,95,95,65,90,95,90,100,95,100
p00238,Oil industry misinformation,Female,2005,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,70,100,75,100,95,35,85,70,65,95,95,95,85,70,55,75,70,50,95,85,90,80,65,35,6,2,85,90,95,90,80,95,95,80,100,95,60,90,80,85,85,85,85,65
p00239,Interview Prof. Maraun,Female,1954,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,0,0,25,25,0,0,0,0,0,0,50,25,0,0,50,0,0,0,50,50,50,50,0,50,3,1,50,50,25,50,25,0,25,0,25,25,50,50,50,50,50,50,50,50
p00240,Portrait Prof. Cherry,Male,1985,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,50,60,65,50,90,80,95,100,20,55,50,60,85,55,40,95,75,10,90,95,95,95,65,40,8,2,85,95,95,80,100,65,50,65,50,75,90,95,90,65,95,100,65,100
p00241,Former skeptics,Male,1955,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,27,40,34,41,36,28,47,55,32,86,56,25,46,56,33,46,32,46,13,22,8,10,27,49,0,2,52,14,19,26,22,9,9,32,22,37,17,17,18,54,8,38,20,12
p00242,Measurement & modeling (2),Male,1962,Black / African American,Less than high school,"Less than $30,000",Democrat,60,0,10,30,10,20,40,90,20,10,30,40,90,40,70,30,40,50,100,70,100,100,60,20,2,2,100,30,70,60,30,10,20,40,20,10,60,90,40,80,80,80,90,100
p00243,Consensus,Female,1966,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,35,40,70,20,65,35,30,15,15,35,50,55,15,25,60,20,20,15,25,20,75,70,20,45,2,2,10,10,25,15,10,65,45,65,85,15,60,30,20,35,60,20,25,55
p00244,control,Male,2008,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,95,100,85,100,100,100,80,85,70,95,90,100,85,60,100,75,80,5,95,50,65,85,95,10,5,2,60,100,70,25,70,90,65,65,95,20,95,5,95,70,50,25,0,60
p00245,Portrait Prof. Cherry,Male,2002,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,65,95,65,95,60,85,100,100,100,80,95,95,85,70,75,75,70,65,85,90,95,85,90,10,3,2,90,85,90,95,50,50,50,55,25,45,80,90,85,100,80,80,85,70
p00246,Extreme weather predictions,Male,1958,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,40,50,70,50,40,90,30,40,50,70,60,20,40,40,60,90,10,80,10,70,50,60,90,30,8,2,80,30,10,20,40,50,30,10,10,10,60,20,60,30,10,30,40,90
p00247,control,Female,1980,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,28,49,19,89,46,67,29,51,29,82,97,76,10,58,47,17,27,16,97,95,76,46,47,57,3,2,62,98,64,86,15,27,68,54,21,23,87,66,76,86,88,74,91,48
p00248,Portrait Prof. Cherry,Female,1946,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,50,100,60,65,50,40,100,70,45,0,55,45,50,65,60,55,95,50,45,55,20,55,55,0,0,2,55,40,55,80,40,45,45,90,20,60,20,50,55,40,70,45,65,55
p00249,Measurement & modeling (1),Male,1970,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,90,95,85,85,40,95,50,90,100,60,100,80,45,100,95,55,90,60,100,75,65,45,75,5,6,2,90,70,70,70,40,65,10,70,95,10,100,80,60,90,100,70,85,80
p00250,Interview Prof. Maraun,Female,1976,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,90,90,80,100,100,100,100,60,90,90,100,20,90,90,80,100,60,100,60,20,100,100,100,0,5,2,100,60,80,80,100,90,90,20,50,100,90,100,100,100,60,40,50,100
p00251,Consensus,Female,1963,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,55,35,0,75,20,25,35,90,30,5,15,10,15,25,5,70,25,80,100,60,80,65,10,5,2,2,65,60,100,85,65,25,50,15,35,60,45,75,65,80,75,90,95,95
p00252,High public trust,Male,1976,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,30,50,50,50,70,30,40,40,40,80,70,50,50,70,30,20,40,60,70,60,70,40,20,50,2,2,50,60,80,90,70,50,40,60,70,90,80,90,40,80,70,60,80,70
p00253,High public trust,Female,1952,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,70,90,60,20,80,20,60,60,80,100,0,100,100,80,40,70,90,40,10,60,20,40,100,60,1,1,60,40,100,80,20,60,40,30,60,70,100,60,0,90,40,100,70,90
p00254,Consensus,Male,1971,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,70,40,45,75,65,80,35,65,45,15,65,40,65,80,65,30,65,50,60,10,75,35,45,75,0,2,15,15,45,35,30,70,15,30,40,10,10,15,10,10,25,20,20,15
p00255,Extreme weather predictions,Female,2002,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,92,100,100,97,88,95,82,100,99,91,99,86,100,89,91,92,100,87,100,100,83,91,90,2,9,2,86,85,73,100,61,85,24,97,29,100,97,85,100,93,86,93,100,89
p00256,Measurement & modeling (1),Female,1986,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent,90,70,80,70,70,80,45,60,65,80,50,60,80,80,70,85,90,65,65,60,75,50,65,10,7,2,85,40,50,50,45,70,65,45,70,70,45,50,45,85,55,70,85,55
p00257,Former skeptics,Female,1967,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,40,0,5,20,65,30,30,35,40,40,35,40,80,65,60,35,40,35,100,100,85,100,40,80,4,2,85,90,100,70,75,75,65,70,25,35,100,100,90,100,85,95,100,80
p00258,Portrait Prof. Cherry,Male,1976,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,70,95,35,55,40,50,60,65,95,50,95,50,45,25,75,85,65,55,45,5,15,50,55,10,1,2,0,40,75,60,40,55,35,40,25,50,30,90,50,80,60,5,20,60
p00259,Former skeptics,Male,1968,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,50,80,60,80,90,80,100,90,70,40,50,70,90,50,20,80,50,80,30,50,80,60,100,0,1,2,60,30,80,50,50,70,90,20,40,80,100,100,20,80,50,70,60,80
p00260,Scientist community helpers,Female,1975,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,40,70,80,70,50,70,90,40,90,60,30,40,10,50,70,80,90,40,30,40,0,70,80,50,6,2,80,30,30,20,20,20,10,10,20,10,40,10,40,30,90,70,40,20
p00261,Funding,Male,2000,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,100,70,70,100,90,70,90,80,100,70,100,90,50,70,10,20,0,10,60,20,70,60,90,0,2,1,70,80,60,50,20,10,30,80,10,30,20,20,40,50,40,10,70,20
p00262,Portrait Prof. Cherry,Female,2007,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,50,25,75,75,75,75,100,25,75,50,75,25,25,50,75,75,50,50,75,50,25,75,75,0,8,1,75,100,100,75,25,75,25,0,100,100,50,50,50,75,75,75,100,75
p00263,Interview Prof. Maraun,Female,1968,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,35,55,85,100,95,90,55,80,50,30,10,40,95,0,100,65,75,35,50,55,65,95,0,15,1,2,70,30,95,55,0,45,95,25,35,50,90,70,25,25,75,100,80,55
p00264,Interview Prof. Sebille,Male,1960,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,60,40,10,80,50,90,50,70,60,60,90,50,60,60,10,50,60,40,40,40,50,60,60,10,0,2,90,40,50,20,20,20,40,10,20,50,40,30,50,80,60,20,70,40
p00265,Interview Prof. Maraun,Male,1956,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,10,40,55,90,55,40,20,30,10,45,25,30,55,40,55,75,80,50,50,45,50,55,60,25,2,2,45,80,35,30,20,10,10,15,10,15,20,15,20,25,70,55,10,60
p00266,control,Female,1954,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,30,25,65,55,70,65,70,35,40,65,35,55,45,30,45,40,30,25,50,60,75,70,55,45,0,2,30,35,30,15,10,15,30,10,25,35,25,25,35,25,35,35,30,40
p00267,Measurement & modeling (2),Female,2003,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,100,65,75,65,75,90,100,75,75,75,65,80,75,45,15,0,35,55,50,50,85,65,65,10,4,2,85,85,80,80,90,95,100,45,90,75,90,60,95,85,70,45,90,100
p00268,Oil industry misinformation,Female,1979,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,15,75,80,65,10,25,80,70,30,30,20,30,30,30,35,65,10,30,70,85,35,85,25,10,3,2,30,75,80,70,75,45,55,30,55,50,30,75,10,55,90,10,60,30
p00269,Funding,Female,1970,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,80,55,70,75,75,25,25,100,100,25,75,30,95,60,55,100,70,50,95,75,75,100,95,90,1,1,100,75,95,50,90,30,55,60,80,30,75,45,95,20,50,75,85,70
p00271,Interview Prof. Sebille,Female,1958,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,40,40,70,10,40,30,50,40,30,30,50,30,40,20,20,30,30,20,20,50,20,50,20,40,3,2,20,20,40,30,50,90,50,20,20,10,10,60,40,50,30,60,30,40
p00272,Model accuracy,Female,1955,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,80,45,0,80,75,80,65,75,55,90,5,55,75,0,90,5,65,40,60,50,55,20,65,75,1,1,55,65,90,40,30,85,5,45,85,0,100,45,45,85,100,45,0,25
p00273,High public trust,Male,1976,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,40,70,50,30,40,50,60,60,70,30,40,30,40,30,20,40,30,40,90,50,90,60,20,30,1,2,60,90,60,60,60,40,50,60,40,40,60,60,90,50,50,70,20,70
p00274,Extreme weather predictions,Female,1946,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,5,10,15,35,15,35,65,40,60,30,40,25,0,60,5,20,55,30,80,15,50,50,65,35,2,2,55,15,5,15,30,50,10,15,25,85,10,55,35,70,10,65,50,100
p00275,Measurement & modeling (2),Male,1987,Other,Bachelor's degree,"$100,000 to $167,999",Independent,88,100,93,97,100,92,80,70,98,84,98,2,0,100,100,97,86,86,82,48,100,69,87,7,6,2,93,73,100,49,67,83,76,58,61,22,96,99,81,98,83,93,94,100
p00276,Social justice,Male,1969,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,85,90,80,30,75,65,60,65,70,90,25,75,85,75,70,60,15,60,80,40,70,50,80,25,0,2,85,35,80,75,70,25,45,40,50,30,15,60,70,90,50,85,70,85
p00277,Interview Prof. Maraun,Male,2002,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,50,75,60,50,45,30,55,55,50,15,55,15,15,15,50,10,30,30,60,35,40,65,85,10,1,2,75,20,20,20,45,20,90,40,55,20,85,25,25,15,60,10,30,50
p00278,Social justice,Female,1957,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,95,80,90,35,65,25,90,100,100,50,70,80,100,90,90,95,100,100,65,60,60,55,80,10,8,2,75,90,90,85,35,80,100,85,90,95,90,100,70,90,90,90,55,100
p00279,Social justice,Female,2003,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,70,80,90,50,40,90,60,70,80,40,70,80,90,30,50,40,70,30,50,50,50,80,90,40,8,1,80,30,70,70,90,40,70,90,50,90,60,40,60,60,90,50,70,90
p00280,Funding,Male,1988,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,95,75,75,95,90,80,70,50,80,95,65,95,95,80,90,90,85,85,90,65,75,70,80,10,5,2,95,75,95,50,75,60,40,75,90,95,90,85,80,85,90,95,95,100
p00281,Social justice,Female,1975,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,40,10,30,0,30,40,50,30,10,0,30,20,60,30,10,30,10,20,10,10,20,50,0,10,3,2,40,0,80,40,20,0,50,10,0,40,10,10,10,60,20,10,0,0
p00282,Consensus,Male,2001,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,100,80,80,100,100,100,65,90,100,80,55,65,95,100,100,90,90,70,80,85,85,40,85,15,9,1,85,100,90,80,85,80,100,40,100,85,75,90,40,45,90,95,100,100
p00283,Measurement & modeling (2),Male,1999,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,40,20,50,70,40,30,90,50,60,10,20,30,80,50,50,80,70,20,70,50,40,20,90,40,2,2,50,20,40,20,30,30,50,10,20,70,90,10,40,20,30,60,40,20
p00284,Model accuracy,Female,2003,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,40,0,35,50,80,20,70,40,40,35,5,70,35,40,80,55,55,45,90,100,85,95,50,20,2,1,95,45,70,30,15,70,40,50,30,60,95,100,90,90,100,50,100,85
p00285,Scientist community helpers,Male,1966,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,77,79,77,76,92,81,80,80,83,89,87,86,77,46,86,52,74,43,81,81,81,70,82,36,4,2,79,70,91,88,49,63,65,74,43,27,86,81,90,79,84,89,69,86
p00286,Scientist community helpers,Male,1951,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75,75,75,75,100,75,75,75,100,100,75,75,75,50,75,50,100,25,50,75,75,75,75,25,4,2,50,75,25,25,25,75,25,25,75,25,25,25,25,50,25,25,75,50
p00287,Measurement & modeling (2),Female,1992,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,35,95,45,80,90,70,65,85,80,85,95,70,85,95,85,80,85,95,90,95,90,100,85,20,8,2,90,75,90,75,85,60,35,55,80,10,100,85,95,70,85,100,85,65
p00288,Peer-review,Female,1996,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,100,100,40,100,75,55,40,45,95,100,100,55,95,85,15,50,35,75,85,45,65,85,45,15,3,2,20,35,5,5,80,100,35,95,15,80,20,75,25,45,100,40,35,70
p00289,Corporate reliance,Female,1962,Other,Master's degree / Professional degree,"$100,000 to $167,999",Republican,95,95,25,50,85,45,100,90,75,50,80,40,100,45,90,60,70,45,75,15,100,10,95,35,3,2,0,10,15,30,60,55,25,25,40,5,20,15,5,0,15,55,80,55
p00290,Interview Prof. Sebille,Male,1957,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,20,25,35,35,15,25,35,45,35,10,15,20,20,40,35,35,15,80,35,30,30,35,35,50,0,2,20,25,70,70,10,25,10,10,75,20,15,40,15,35,30,25,55,15
p00291,Funding,Male,1977,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,90,72,23,25,50,44,67,68,25,79,46,52,5,29,27,33,12,37,80,17,21,34,12,32,2,2,46,35,15,30,12,15,66,5,4,32,63,52,42,4,44,79,49,73
p00292,Social justice,Male,1987,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,0,0,20,10,30,20,10,10,0,40,70,40,10,20,20,40,70,30,20,10,10,10,10,10,7,2,10,10,10,10,20,10,90,50,10,0,30,0,40,50,10,0,40,0
p00293,Measurement & modeling (2),Female,1999,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,40,70,50,30,30,70,30,60,50,70,90,90,50,40,20,20,50,50,10,30,50,50,20,40,5,1,60,20,20,10,20,70,40,50,40,60,10,90,50,20,90,40,10,30
p00294,Extreme weather predictions,Male,1969,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,44,4,53,43,10,48,71,27,1,80,18,39,31,34,8,10,58,29,44,91,48,3,73,52,0,1,5,20,27,12,54,77,12,40,3,20,4,47,32,100,14,87,57,38
p00295,Peer-review,Female,1955,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,15,30,10,45,30,50,10,10,50,70,20,35,10,15,20,20,15,25,15,25,15,15,20,35,0,2,15,30,30,10,35,25,15,20,15,50,55,20,15,25,20,25,15,15
p00296,Measurement & modeling (1),Male,1959,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,89,48,71,57,8,18,39,43,64,54,29,8,20,17,29,45,77,37,66,57,11,55,14,32,3,2,24,37,21,13,28,33,26,22,57,21,20,27,38,19,22,12,23,33
