profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p00185,Model accuracy,Female,1946,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,85,95,90,90,100,80,95,100,85,95,80,95,15,100,95,90,80,90,85,95,100,85,100,10,2,2,85,85,90,95,100,25,0,40,60,20,100,75,90,85,100,35,85,80
p00186,Oil industry misinformation,Female,1974,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,80,80,85,80,60,60,90,80,55,90,75,65,20,55,85,75,60,40,65,50,90,80,80,25,3,2,85,85,40,65,25,50,80,40,80,70,60,35,55,60,75,15,75,85
p00187,Extreme weather predictions,Male,1999,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,70,90,30,80,80,60,70,90,60,90,60,10,80,90,80,90,90,90,90,70,60,50,20,3,1,80,70,80,80,90,70,60,70,90,80,40,80,70,90,80,50,80,70
p00188,Interview Prof. Maraun,Male,2005,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,60,85,65,75,65,75,45,75,70,65,25,65,75,45,85,60,75,80,85,60,90,45,65,30,8,2,70,90,60,80,55,90,55,50,65,50,90,25,90,80,70,30,75,50
p00189,Portrait Prof. Cherry,Male,1976,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,87,99,92,92,76,96,28,95,84,61,77,98,40,55,89,90,63,88,6,77,88,83,89,5,9,2,65,47,46,46,85,62,64,67,62,59,27,71,100,94,75,32,43,87
p00190,Peer-review,Male,1968,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,100,70,90,80,80,40,70,60,90,90,70,90,10,30,90,100,90,50,90,100,80,60,90,0,5,2,100,80,80,30,50,80,60,60,90,90,100,60,70,80,80,60,90,90
p00191,Portrait Prof. Cherry,Female,1997,Other,Less than high school,"$30,000 to $55,999",Democrat,40,95,45,70,85,45,70,45,65,80,65,40,10,85,45,75,90,55,100,95,60,90,40,60,4,1,90,80,95,75,100,100,55,85,95,95,90,95,95,90,80,95,65,95
p00192,control,Female,1989,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,51,75,60,66,51,52,21,61,57,45,86,53,15,70,29,44,66,16,61,49,91,50,92,45,6,2,59,90,77,80,45,70,9,36,29,52,27,80,86,90,71,82,47,82
p00193,Scientist community helpers,Male,1961,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,30,20,30,10,10,80,20,0,0,80,10,10,0,0,40,10,10,20,20,70,20,80,10,70,0,2,10,20,10,10,20,10,20,10,20,0,20,10,10,100,0,0,0,90
p00194,Former skeptics,Female,1993,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,75,75,75,75,75,75,75,50,100,75,50,75,0,100,100,50,100,25,75,75,75,50,75,0,8,1,100,100,75,100,100,100,0,100,75,75,75,75,100,100,100,50,75,75
p00195,Peer-review,Male,1952,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,75,50,75,75,25,50,50,0,25,50,0,0,100,0,75,50,25,25,25,50,0,100,100,0,1,2,25,0,0,50,0,0,0,0,50,0,0,0,0,75,75,0,25,75
p00196,Extreme weather predictions,Female,1963,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,98,44,42,94,58,56,67,62,67,93,59,15,6,43,79,76,54,44,97,66,65,43,50,18,3,1,69,96,83,59,76,14,25,89,29,18,62,99,98,63,91,45,69,67
p00197,Portrait Prof. Cherry,Male,1992,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,37,32,22,8,23,83,30,21,19,12,27,17,91,38,58,74,13,21,46,13,67,25,24,76,0,2,65,31,32,17,9,48,37,22,28,17,32,10,64,89,53,13,40,68
p00198,Peer-review,Female,1967,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,60,70,50,10,60,70,40,60,60,50,50,50,80,70,80,50,40,70,70,40,80,60,50,10,2,2,70,70,60,80,70,30,20,20,10,10,40,10,30,60,30,10,60,90
p00199,High public trust,Male,1998,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,65,65,70,75,80,85,50,65,70,65,60,65,20,90,70,65,85,10,90,80,65,70,70,20,5,2,85,75,90,65,55,65,90,60,85,65,90,80,70,90,70,50,40,70
p00200,Scientist community helpers,Male,1995,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,11,49,59,47,50,74,60,58,71,56,46,27,19,84,59,71,59,65,8,44,67,64,48,20,3,2,63,80,62,87,50,47,24,78,72,58,90,92,91,64,78,48,76,81
p00201,control,Male,1946,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,90,60,60,70,80,90,80,70,80,80,90,90,60,0,50,50,90,90,60,60,90,70,90,10,0,1,90,50,80,60,60,50,0,30,20,70,80,60,60,100,60,60,70,90
p00202,control,Male,1960,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,70,65,65,75,60,50,65,65,55,65,80,35,15,70,70,70,70,60,70,75,70,85,90,30,10,2,80,75,75,70,50,50,30,55,45,55,80,70,60,85,80,70,60,70
p00203,Funding,Male,1983,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,40,55,55,40,30,35,10,35,55,40,10,20,25,35,60,35,40,40,10,30,50,25,30,45,1,1,40,25,35,30,25,75,25,40,15,25,40,35,50,30,35,25,55,75
p00204,Peer-review,Male,2002,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,30,20,10,60,10,20,20,10,30,30,40,10,50,30,10,20,20,10,50,50,70,40,10,80,2,2,30,40,30,40,40,60,20,30,40,50,30,40,30,30,50,60,60,10
p00205,Measurement & modeling (1),Male,1978,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,50,20,60,40,60,30,30,30,30,50,30,20,50,40,50,60,40,30,30,60,50,10,50,60,2,2,10,30,40,20,20,10,10,20,70,20,80,20,10,30,90,10,40,60
p00206,Former skeptics,Male,1976,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,70,70,70,70,70,50,60,80,80,80,60,70,70,60,80,70,60,30,100,90,40,100,50,10,6,2,90,90,90,100,30,100,80,60,100,60,100,80,70,100,100,40,100,80
p00207,Consensus,Female,1961,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,60,100,60,65,95,35,90,75,25,75,15,55,15,25,70,5,35,35,35,80,50,75,60,10,0,2,50,5,5,30,25,25,15,10,40,40,10,35,45,55,60,35,35,75
p00208,Model accuracy,Male,1990,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,80,70,90,80,40,80,100,80,70,60,0,90,90,40,70,50,100,90,80,20,50,80,10,30,1,1,100,40,50,40,50,100,40,50,60,90,40,60,100,90,70,20,80,100
p00209,Social justice,Male,1989,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,40,30,90,50,30,60,50,60,60,50,80,50,10,30,50,60,20,50,30,20,40,70,60,10,3,2,30,10,30,10,20,30,30,30,40,20,70,30,30,30,90,50,30,60
p00210,Interview Prof. Maraun,Female,1990,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,55,40,50,45,40,45,70,60,55,45,30,45,30,15,85,70,10,30,85,55,45,60,60,65,3,2,65,25,20,45,80,40,75,20,10,20,75,15,45,50,55,35,55,75
p00211,Consensus,Male,1957,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,40,5,56,45,28,28,50,8,80,6,1,8,76,66,43,57,60,37,79,57,98,30,7,54,0,2,65,100,58,86,37,25,6,1,40,13,74,70,16,74,89,74,70,73
p00212,Consensus,Female,1995,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,100,50,100,100,75,100,50,100,100,25,100,100,0,75,75,100,75,50,75,75,100,75,100,0,5,2,100,100,100,100,50,100,50,75,100,100,100,100,100,100,100,75,100,100
p00213,Funding,Male,1999,Other,Bachelor's degree,"$30,000 to $55,999",Democrat,100,100,100,20,100,90,60,80,80,100,90,70,40,80,70,100,90,80,70,70,90,70,80,10,7,2,90,80,90,90,100,90,50,80,90,80,70,70,90,80,70,90,90,90
p00214,Interview Prof. Maraun,Female,1969,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,85,90,45,90,80,80,80,50,75,85,70,45,25,70,75,75,90,80,80,85,75,80,50,15,2,2,85,75,75,80,25,70,15,50,55,10,55,75,85,65,50,60,75,85
p00215,control,Male,2004,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,10,50,20,10,10,0,0,0,0,0,60,30,80,0,20,10,20,0,10,30,80,40,10,100,2,1,0,10,10,0,10,20,10,10,70,20,0,0,60,10,50,20,10,40
p00216,Scientist community helpers,Male,1998,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,70,75,10,0,25,20,30,30,30,5,30,40,50,65,60,50,30,25,90,30,55,60,10,80,5,2,90,0,75,90,65,5,10,95,20,15,60,85,70,55,60,45,90,80
p00217,Extreme weather predictions,Female,1998,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,95,90,95,55,70,85,90,55,65,55,100,25,30,15,85,90,85,15,95,55,95,65,95,85,1,2,75,60,90,75,5,5,10,20,90,40,55,70,90,100,95,20,75,95
p00218,Oil industry misinformation,Male,1937,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,95,65,20,50,70,80,20,60,70,65,35,55,25,60,85,65,90,70,60,40,60,90,90,90,4,2,65,55,90,65,5,30,0,55,65,0,80,45,70,50,65,10,75,90
p00219,High public trust,Female,2004,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,45,10,45,55,100,65,55,20,40,50,40,70,0,75,75,65,100,20,90,25,15,80,80,0,5,1,95,95,90,60,95,70,40,70,75,100,75,70,20,95,40,40,90,95
p00220,Interview Prof. Maraun,Female,1946,Asian / Asian American,High school diploma / GED,"Less than $30,000",Democrat,99,76,72,79,44,77,77,48,31,72,77,75,12,87,68,68,76,99,74,70,99,65,66,19,1,2,61,75,98,79,42,76,57,95,79,7,36,43,65,74,98,45,89,73
p00221,Measurement & modeling (1),Female,1972,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,65,80,90,60,75,70,60,70,75,55,70,55,20,85,55,70,70,50,75,65,60,70,75,20,9,1,90,90,90,50,55,35,15,60,70,60,70,65,60,85,90,45,80,85
p00222,Funding,Male,1999,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,40,60,20,10,40,0,30,30,40,30,40,30,90,40,30,90,30,40,10,10,100,40,20,70,8,2,20,50,20,50,80,50,80,0,30,10,30,30,60,30,40,30,50,90
p00223,Peer-review,Male,1956,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,85,85,65,85,50,80,70,55,70,65,55,55,20,15,65,55,80,55,55,70,65,30,75,20,0,1,65,15,10,10,20,40,15,25,55,35,75,25,45,45,60,30,70,90
p00224,Measurement & modeling (1),Female,1991,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,86,95,99,100,81,41,94,71,97,100,52,83,2,82,100,69,100,18,96,83,88,86,95,7,6,2,85,89,89,94,78,28,100,100,87,54,99,100,96,81,88,87,100,92
p00225,Extreme weather predictions,Male,1978,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,51,26,58,22,7,32,76,28,73,15,16,17,64,74,36,53,15,8,22,29,1,58,46,76,0,2,26,24,54,38,25,42,9,2,28,5,54,14,5,1,17,32,6,61
p00226,Measurement & modeling (2),Male,2001,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,90,50,70,90,65,90,80,65,100,90,80,100,0,45,90,90,85,100,95,60,85,80,100,25,1,2,100,70,90,85,45,60,100,65,100,20,95,60,85,40,80,55,85,95
p00227,Peer-review,Male,2003,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,80,45,75,50,65,35,75,50,65,45,55,85,15,75,90,60,70,75,90,90,75,90,85,45,5,2,75,70,70,45,60,75,50,60,60,15,90,55,30,80,60,65,75,80
p00228,control,Female,1997,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,75,50,70,40,65,65,40,50,45,70,25,90,30,60,45,35,45,70,60,40,55,65,85,15,0,1,80,85,80,80,80,75,75,25,80,70,65,50,85,90,75,15,75,80
p00229,Measurement & modeling (1),Male,1961,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,29,39,8,47,30,21,49,41,71,27,21,26,82,38,20,52,30,17,27,48,35,27,34,88,1,2,52,26,35,10,38,11,68,13,21,19,9,21,58,29,20,52,29,29
p00230,Corporate reliance,Male,1960,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,40,30,40,50,0,50,10,50,30,80,10,30,40,0,50,50,20,10,40,20,20,50,80,60,0,1,80,0,0,20,20,10,20,0,10,10,0,20,0,20,10,30,20,20
p00231,control,Male,1982,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,30,60,60,20,30,40,30,20,20,40,30,40,60,30,90,50,50,50,70,70,70,60,20,60,2,2,80,80,90,40,10,30,10,30,20,40,50,80,70,70,50,20,50,70
p00232,Consensus,Male,1966,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,50,70,50,70,50,50,60,50,50,70,50,30,70,70,90,70,40,70,60,60,30,60,40,20,3,2,70,50,60,50,10,30,40,60,30,40,50,40,50,50,60,30,70,80
p00233,control,Female,1978,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,65,95,80,65,65,70,70,85,85,90,85,90,20,40,65,75,60,35,40,40,75,65,80,0,0,2,60,55,40,25,85,100,5,65,65,90,15,15,50,65,95,35,95,80
p00234,Measurement & modeling (1),Female,1992,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,35,16,22,66,15,19,39,28,27,13,24,14,40,30,8,21,24,12,17,23,18,10,13,62,4,2,18,28,16,22,9,18,22,52,11,15,14,18,8,67,10,31,18,45
p00235,control,Female,1953,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,50,100,75,75,100,100,100,75,75,100,75,50,0,100,75,75,75,75,75,50,100,100,100,25,0,1,100,100,75,25,25,100,25,75,75,25,100,100,50,75,100,100,100,50
p00236,Measurement & modeling (1),Male,1951,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,40,45,55,20,20,20,25,35,45,15,40,30,55,25,80,45,35,10,50,25,20,15,85,10,2,1,20,35,25,35,20,15,20,25,10,15,25,45,80,50,25,15,50,90
p00237,Interview Prof. Maraun,Female,2008,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,50,50,50,75,50,25,25,25,50,50,25,25,75,75,75,25,25,50,75,50,75,25,75,25,4,2,50,50,50,50,75,50,50,100,50,25,75,25,50,75,50,25,75,50
p00238,control,Female,2005,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,69,65,73,84,79,60,65,45,58,74,75,62,20,66,74,68,73,63,61,85,77,67,34,38,5,2,89,78,85,81,63,69,62,19,91,73,87,85,76,91,86,65,62,75
p00239,Interview Prof. Sebille,Female,1954,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,25,79,22,62,44,30,66,60,66,27,53,40,28,18,39,19,9,56,55,50,24,16,38,7,1,2,15,13,18,15,4,0,51,18,5,8,7,4,10,6,7,97,45,48
p00240,Interview Prof. Maraun,Male,1985,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,70,80,70,70,60,90,60,70,60,40,60,30,40,90,80,70,80,90,50,40,80,80,90,30,3,1,80,40,70,60,60,90,40,70,50,30,60,80,90,90,70,30,80,90
p00241,Portrait Prof. Cherry,Male,1955,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,20,95,15,45,30,90,85,50,15,25,0,25,10,35,50,80,20,25,40,20,0,10,35,85,2,2,20,10,10,10,0,10,5,0,5,5,0,5,15,55,90,25,15,30
p00242,Interview Prof. Maraun,Male,1962,Black / African American,Less than high school,"Less than $30,000",Democrat,75,90,55,70,55,20,30,70,60,55,65,75,20,55,60,60,60,45,65,50,75,90,45,45,2,2,70,15,80,80,25,35,20,25,30,15,75,75,85,80,55,15,70,60
p00243,control,Female,1966,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,88,59,68,23,44,12,63,16,51,74,97,69,80,12,50,42,39,11,7,52,57,47,79,32,2,2,62,7,48,24,48,5,17,42,64,13,42,18,36,22,85,20,40,1
p00244,Interview Prof. Maraun,Male,2008,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,100,95,90,90,85,100,95,90,100,100,95,95,10,90,85,90,65,85,95,100,100,70,100,0,7,2,80,100,100,50,100,75,30,90,80,75,45,85,65,95,100,0,85,100
p00245,Corporate reliance,Male,2002,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,70,95,70,85,80,75,70,45,100,0,55,100,85,5,90,80,80,75,20,15,95,100,90,10,3,2,70,70,55,45,55,25,80,30,55,15,25,65,0,40,45,35,60,80
p00246,Peer-review,Male,1958,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,70,80,80,80,60,60,10,90,60,30,80,40,20,20,60,80,10,20,0,10,0,10,100,30,0,2,10,0,10,10,80,10,0,0,10,0,10,0,10,10,0,0,10,0
p00247,Portrait Prof. Cherry,Female,1980,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,85,100,95,70,90,95,95,90,80,90,75,90,5,80,85,75,95,10,35,95,85,40,70,20,1,2,10,10,50,45,60,45,25,5,40,65,50,75,70,95,90,25,85,95
p00248,Social justice,Female,1946,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,95,85,80,95,90,85,85,75,100,65,85,100,0,100,100,85,70,90,70,85,70,95,85,0,2,1,60,95,85,95,70,15,20,10,75,45,90,85,95,100,95,100,100,40
p00249,Peer-review,Male,1970,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,75,55,65,70,70,75,70,55,25,40,45,70,15,85,55,60,80,60,50,10,70,90,60,20,8,2,60,80,35,25,50,80,55,55,90,35,45,70,90,80,80,45,75,60
p00250,Oil industry misinformation,Female,1976,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,89,80,86,77,74,86,81,78,86,90,85,82,17,85,88,67,67,87,76,74,87,81,54,11,4,2,68,77,89,79,46,34,56,75,82,70,76,79,67,79,92,90,78,62
p00251,Portrait Prof. Cherry,Female,1963,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,50,35,30,30,45,45,40,30,45,55,30,30,35,10,50,85,25,50,60,25,75,55,45,90,0,2,35,70,25,85,40,60,45,35,85,60,65,85,10,50,50,30,90,90
p00252,Extreme weather predictions,Male,1976,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,49,35,47,44,39,0,55,59,57,0,11,8,46,0,44,84,92,98,90,73,71,79,70,100,5,2,90,43,71,46,93,85,44,100,21,16,76,95,48,75,100,37,100,63
p00253,control,Female,1952,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,97,80,50,68,67,30,85,61,49,53,56,27,7,82,69,59,84,96,49,85,8,78,60,21,8,2,90,92,63,90,73,47,38,27,77,6,99,67,94,94,95,65,92,63
p00254,Peer-review,Male,1971,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,64,73,61,51,66,51,55,48,42,69,61,42,85,57,58,78,44,56,57,80,63,84,60,40,0,1,71,52,27,52,33,19,35,33,41,29,63,8,70,85,57,16,54,59
p00255,control,Female,2002,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,70,35,65,75,60,65,85,75,65,70,70,45,25,75,65,80,75,60,60,65,50,70,75,25,7,1,90,60,85,65,65,75,45,80,60,65,55,75,50,50,70,65,60,75
p00256,Portrait Prof. Cherry,Female,1986,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent,50,45,45,50,45,15,70,40,35,55,5,65,70,55,45,75,70,25,65,25,60,75,75,20,0,2,75,60,5,40,45,100,85,90,65,35,80,55,85,95,95,20,75,40
p00257,Interview Prof. Maraun,Female,1967,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,55,60,55,25,65,15,25,40,50,55,55,45,10,15,60,85,90,65,45,70,75,85,60,70,5,2,70,50,80,60,60,10,40,45,55,30,60,65,30,80,90,50,85,90
p00258,control,Male,1976,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,20,50,5,85,90,15,20,0,0,0,10,25,60,40,75,0,85,25,0,25,10,35,30,100,2,2,0,35,25,0,20,35,10,10,0,5,40,15,90,20,85,15,45,100
p00259,Consensus,Male,1968,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,94,61,92,62,90,92,72,92,69,91,94,48,13,59,83,100,91,63,63,82,84,71,98,10,8,1,81,97,39,46,97,89,47,49,43,44,98,80,78,88,74,11,86,73
p00260,Consensus,Female,1975,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,25,80,0,20,35,20,5,35,40,15,15,0,35,25,35,20,55,20,50,20,10,10,35,25,2,2,15,15,30,15,0,0,0,20,0,0,0,0,55,0,10,10,15,20
p00261,Measurement & modeling (2),Male,2000,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,30,60,60,30,30,100,30,50,50,50,30,30,20,0,30,60,90,0,60,10,50,30,50,70,0,2,60,10,40,20,10,20,30,40,30,20,0,10,60,30,70,10,80,70
p00262,Portrait Prof. Cherry,Female,2007,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,80,80,90,40,70,50,70,40,40,50,70,90,80,60,40,50,60,70,50,90,70,100,60,10,2,2,50,60,80,70,30,40,80,10,50,10,0,50,10,90,40,50,30,70
p00263,Model accuracy,Female,1968,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,100,100,100,65,100,100,95,90,100,100,95,100,15,100,90,90,90,85,95,100,95,90,100,0,3,2,95,85,40,100,45,90,90,25,75,50,90,85,95,90,90,5,100,100
p00264,Extreme weather predictions,Male,1960,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,55,75,75,80,35,35,40,60,65,60,65,45,15,55,45,55,55,40,60,60,75,25,65,10,2,2,35,55,90,40,15,10,25,15,10,55,10,10,35,55,60,55,35,75
p00265,Measurement & modeling (1),Male,1956,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,40,75,25,30,30,5,25,35,5,25,55,35,85,15,65,65,20,10,70,10,75,75,80,50,2,2,85,45,0,70,60,45,0,5,30,30,70,45,70,95,35,5,70,85
p00266,Funding,Female,1954,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,70,80,50,70,50,40,30,60,30,50,60,40,50,40,80,40,40,10,20,40,50,40,60,20,4,2,40,40,40,20,30,10,10,20,20,20,10,50,10,50,50,30,30,80
p00267,Consensus,Female,2003,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,90,80,80,90,90,50,90,80,90,90,100,70,10,80,90,80,60,70,90,80,100,90,80,10,5,2,90,90,70,90,90,40,10,80,90,50,80,100,100,80,100,90,90,90
p00268,control,Female,1979,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,15,60,15,20,10,15,25,40,25,35,15,40,35,25,25,45,40,20,60,40,45,65,10,75,1,2,70,90,65,55,20,25,20,15,25,15,65,55,65,55,80,40,45,90
p00269,Extreme weather predictions,Female,1970,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,95,60,85,100,60,80,75,90,95,30,75,80,15,85,95,75,50,60,95,90,90,85,80,5,1,2,80,25,75,100,75,75,20,65,80,70,85,70,80,75,70,55,75,90
p00270,Interview Prof. Maraun,Male,1955,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,95,100,100,100,100,95,90,95,90,75,85,90,5,90,70,65,95,60,65,65,100,65,100,0,4,2,100,100,100,100,85,100,50,70,95,75,85,85,100,100,95,50,100,100
p00271,Model accuracy,Female,1958,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,75,95,80,75,75,60,25,20,80,30,45,50,70,5,100,45,10,90,20,20,45,20,100,60,2,2,5,30,10,15,15,0,75,90,10,10,5,10,80,75,30,0,50,10
p00272,Social justice,Female,1955,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,60,80,60,100,90,100,100,100,60,100,90,70,0,90,90,100,90,80,100,100,100,100,90,0,1,2,100,100,80,90,80,40,50,0,70,50,90,100,100,90,100,20,70,90
p00273,Portrait Prof. Cherry,Male,1976,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,70,70,40,100,80,70,100,70,90,80,40,70,20,80,60,100,40,60,80,80,30,80,90,10,7,1,100,80,60,80,80,20,40,100,70,80,80,80,40,100,80,30,100,90
p00274,Interview Prof. Maraun,Female,1946,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,80,80,70,80,60,80,70,90,60,70,70,90,40,20,90,60,20,80,30,30,40,50,70,10,1,2,50,30,20,10,20,20,50,20,20,20,40,30,30,20,80,10,40,40
p00275,Funding,Male,1987,Other,Bachelor's degree,"$100,000 to $167,999",Independent,70,10,65,30,45,75,50,95,45,45,5,95,5,65,70,75,60,10,60,75,70,95,10,0,10,2,90,35,70,40,55,90,85,95,60,60,85,5,90,45,55,35,50,90
p00276,Consensus,Male,1969,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,40,55,75,60,70,45,45,80,80,25,90,75,40,70,90,100,50,40,65,90,65,75,65,70,9,2,45,90,100,20,0,50,0,70,20,0,90,55,100,90,95,15,75,95
p00277,control,Male,2002,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,20,10,20,10,70,80,20,60,50,10,50,50,0,10,70,30,20,30,80,10,60,30,30,40,2,2,30,10,50,30,50,20,30,50,50,60,0,10,40,30,10,20,10,0
p00278,Interview Prof. Sebille,Female,1957,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,80,85,40,70,55,65,85,75,45,45,80,70,50,85,60,55,70,65,90,70,70,60,65,15,1,2,90,75,75,70,70,65,40,50,40,40,85,70,70,70,70,25,75,80
p00279,Interview Prof. Sebille,Female,2003,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,95,100,100,90,98,100,86,95,95,91,97,100,3,75,78,100,62,94,99,93,86,87,96,0,6,2,89,93,79,99,69,94,31,100,92,95,94,89,88,85,100,28,90,98
p00280,Consensus,Male,1988,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,100,90,90,60,90,90,100,80,70,90,90,90,0,100,90,100,90,100,100,100,100,100,100,20,1,2,100,100,90,100,80,90,40,90,100,80,90,90,90,100,90,70,100,100
p00281,Extreme weather predictions,Female,1975,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,33,71,69,49,52,66,63,53,53,54,83,61,63,72,60,18,26,35,71,59,58,49,37,41,0,2,32,25,75,15,51,58,49,18,31,40,58,18,67,38,54,12,65,62
